Name	Species	Reference	Accession	Source|Version|Database|Link
GhbHLH352	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D10G1331	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH353	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D10G1411	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH354	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D10G1533	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH356	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D10G2011	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH357	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D10G2228	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH358	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D10G2406	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH359	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0045	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH360	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0213	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH361	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0306	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH363	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0328	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH364	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0332	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH365	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0373	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH366	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0411	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH367	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0415	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH368	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0530	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH369	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0543	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH370	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0675	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH371	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0826	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH372	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G0862	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH373	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1032	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH374	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1055	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH375	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1063	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH376	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1107	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH377	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1266	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH378	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1273	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH379	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1319	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH380	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1337	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH381	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1395	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH382	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1449	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH383	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1773	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH384	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1935	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH385	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G1945	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH386	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2073	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH387	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2074	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH388	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2082	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH389	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2383	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH390	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2556	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH391	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2701	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH392	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2839	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH393	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G2890	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH394	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G3081	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH395	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G3162	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH396	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G3340	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH397	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D11G3523	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH398	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G0259	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH399	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G0328	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH400	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G0475	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH401	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G0497	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH402	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G0607	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH403	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G0670	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH404	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1160	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH405	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1398	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH406	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1443	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH407	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1583	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH408	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1645	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH409	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1688	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH410	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1740	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH411	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G1906	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH412	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G2069	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH413	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G2074	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH415	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G2505	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH416	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G2506	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH417	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D12G2689	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH418	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0207	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH419	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0330	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH420	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0346	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH421	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0406	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH422	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0711	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH423	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0759	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH424	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0896	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH425	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G0902	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH426	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G1180	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH427	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G1248	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH428	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G1496	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH429	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G1856	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH430	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G2183	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH431	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_D13G2548	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH432	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_Sca004901G02	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH433	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_Sca008309G01	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH434	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_Sca008688G01	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH436	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_Sca024466G01	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GhbHLH437	Gossypium hirsutum	https://doi.org/10.1186/s12870-018-1523-y	Gh_Sca038875G01	NBI_Gossypium_hirsutum_v1.1.pep.fa|TM-1 genome NAU-NBI_v1.1|Cottongen|https://www.cottongen.org/
GRMZM2G040364-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM2G047124-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM2G075956-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM2G145909-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM2G364528-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM2G388823-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM2G435001-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GRMZM6G998221-P01	Zea mays	-	-	Os atypical bHLH best blast hit: Zea_mays.AGPv3.22.pep.all.fa |B73 RefGen_v3|MaizeGDB|https://www.maizegdb.org/
GSBRNA2T00000001001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00000704001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00000785001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00001048001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002012001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002303001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002398001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002574001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002593001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002665001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00002971001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00003204001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00003213001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00003923001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00005698001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00006345001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00006786001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00007198001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00007213001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00007363001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00007368001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00007680001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00007681001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00008502001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00008967001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00009289001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00009414001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00009845001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00010663001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00010830001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00010831001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00011390001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00011519001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00012066001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00012206001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00012793001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00012844001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00012903001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00013286001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00013622001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00013626001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00014555001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00015016001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00015104001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00015245001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00015730001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00015930001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
GSBRNA2T00015950001	Brassica napus	https://doi.org/10.1093/nar/gkw982	-	-|v5.0|PlantTFDB|http://planttfdb.gao-lab.org/
