ShortName	Species	ReferenceName	Reference	Accession	Source
NnbHLH111	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH112	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH113	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH114	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH115	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH12	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH13	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH14	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH15	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH16	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH17	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH18	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH19	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH2	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH20	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH21	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH22	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH23	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH24	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH25	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH26	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH27	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH28	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH29	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH3	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH30	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH31	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH32	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH33	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH34	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH35	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH36	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH37	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH38	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH39	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH4	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH40	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH41	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH42	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH43	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH44	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH45	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH46	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH47	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH48	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH49	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH5	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH50	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH51	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH52	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH53	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH54	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH55	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH56	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH57	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH58	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH59	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH6	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH60	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH61	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH62	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH63	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH64	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH65	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH66	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH67	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH68	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH69	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH7	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH70	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH71	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH72	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH73	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH74	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH75	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH76	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH77	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH78	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH79	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH8	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH80	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH81	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH82	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH83	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH84	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH85	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH86	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH87	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH88	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH89	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH9	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH90	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH91	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH92	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH93	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH94	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH95	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH96	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH97	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH98	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NnbHLH99	nelumbo_nucifera	2019Mao	https://doi.org/10.7717/peerj.7153	-	supplement_data
NtbHLH100.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0007431g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH100.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001428g0060.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH108	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0003709g0060.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH11.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000980g0160.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH11.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000283g0080.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH113	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0003265g0040.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH115	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000397g0120.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH116	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000663g0170.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH117.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000672g0150.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH117.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0003429g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH12	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0007666g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH121.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000347g0090.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH121.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0007466g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH125	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0004412g0070.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH128	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0005229g0040.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH129	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001213g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH13.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000804g0160.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH13.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000258g0210.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH13.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0007001g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH130	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0006768g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH134.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000274g0130.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH134.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0012433g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH134.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0002151g0050.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH134.4	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000564g0130.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH135.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000026g0190.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH135.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001188g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH135.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000785g0090.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH135.4	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000269g0070.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH135.5	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000785g0050.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH135.6	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000741g0050.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH144.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000829g0060.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH144.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0002986g0040.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH148.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001180g0080.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH148.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0008680g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH162.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0011698g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH162.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000908g0050.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH162.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0015542g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH162.4	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000852g0080.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH18	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000093g0170.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH23.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0006531g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH23.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000812g0040.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH24	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0002029g0050.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH27	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000203g0220.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH29.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000870g0060.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH29.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001897g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH3.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001763g0070.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH3.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0004506g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH3.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000307g0240.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH30	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0004122g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH31.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0026416g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH31.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000710g0110.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH31.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0005207g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH32	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0004838g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH33	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0003045g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH36	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0002060g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH37.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000287g0160.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH37.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0004846g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH38.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001167g0080.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH38.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0004773g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH40.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0005287g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH40.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000877g0020.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH42.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0002810g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH42.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001122g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH42.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0010797g0030.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH42.4	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0003827g0040.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH43	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0001580g0110.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH45.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000732g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH45.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0009987g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH47.1	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0016536g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH47.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0014986g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH47.3	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0000741g0010.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
NtbHLH48.2	nicotiana_tabacum	2021Nas	https://doi.org/10.1007/s12298-021-01042-x	Nitab4.5_0003477g0040.1	Nitab-v4.5_proteins_Edwards2017.fasta|v4.5|SolGenomicsNetwork|https://solgenomics.net/
